id,PROHIBE_JORNADA,PROHIBE_CLASES,CONFISCACION,PROHIBE_FOTOS,RESTRINGE_USO,USO_INAPR,PROTOCOLO_USO,PROHIBE_REDES,SIN_REGULACION,PROHIBE_LABORAL
7418,0,0,0,0,0,0,0,0,0,0
7432,0,1,1,1,1,0,0,0,0,0
7435,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7435.pdf is not a valid file or url
7441,0,1,1,1,1,1,1,1,0,0
7446,0,0,1,0,1,1,0,0,0,0
7449,0,1,1,0,1,1,0,0,0,0
7452,0,1,0,0,1,0,0,0,0,0
7470,0,0,1,0,0,1,0,0,0,0
7476,0,1,0,1,1,0,0,0,0,0
7477,0,0,0,0,1,0,0,0,0,1
7478,0,0,1,1,1,1,0,0,0,1
7505,0,1,1,0,1,1,0,1,0,0
7507,0,1,1,0,1,1,1,1,0,0
7508,0,1,1,1,1,1,0,0,0,1
7531,0,1,1,0,1,1,0,0,0,0
7536,0,1,1,0,1,0,1,0,0,0
7541,0,0,0,0,0,1,0,1,0,0
7544,0,1,1,0,1,0,0,0,0,0
7572,0,1,1,1,1,1,0,0,0,1
7578,0,0,0,1,0,1,1,1,0,0
7593,0,1,0,0,1,1,0,1,0,0
7614,0,1,1,1,1,1,0,0,0,0
7625,0,1,1,1,1,1,0,0,0,0
7626,0,0,0,1,1,1,0,0,0,0
7628,0,1,1,1,1,1,0,1,0,0
7629,0,1,1,1,1,1,1,1,0,1
7630,0,0,0,0,0,0,1,0,0,0
7631,0,1,1,1,1,1,1,0,0,0
7633,0,0,0,1,0,0,1,1,0,0
7636,1,1,1,0,1,0,1,0,0,0
7637,0,1,1,1,1,1,0,0,0,0
7641,0,1,1,1,1,1,1,0,0,0
7642,0,0,0,1,1,1,0,0,0,0
7643,0,0,1,0,1,1,1,1,0,0
7644,0,0,0,1,0,0,0,0,0,0
7646,0,1,0,1,1,1,0,0,0,0
7655,0,0,0,1,0,1,0,0,0,0
7656,0,1,1,1,1,1,0,0,0,0
7658,0,0,0,1,1,1,0,0,0,0
7659,0,1,1,1,1,1,0,0,0,0
7663,0,1,0,0,0,1,0,0,0,0
7664,0,1,1,0,1,1,0,0,0,0
7665,0,0,0,1,0,0,1,0,0,0
7669,0,0,0,1,1,1,0,0,0,0
7671,1,0,0,0,0,1,0,1,0,0
7672,0,0,0,1,0,1,0,0,0,0
7675,0,0,0,0,0,1,0,0,0,0
7685,0,0,0,0,0,0,0,0,0,0
7696,0,1,1,1,1,1,0,0,0,0
7700,0,1,1,0,1,1,1,0,0,0
7701,0,1,0,0,0,0,1,0,1,0
7704,0,1,0,0,1,1,0,0,1,0
7705,0,1,1,0,1,1,0,0,0,0
7709,0,1,1,0,1,1,1,0,0,0
7718,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7718.pdf is not a valid file or url
7723,0,0,0,1,1,1,0,1,0,0
7724,0,1,1,0,1,0,0,0,0,0
7742,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_7742.pdf is not a valid file or url
7743,0,1,0,0,1,0,0,0,0,1
7744,0,0,0,1,0,0,0,0,0,0
7760,1,1,1,0,1,1,1,0,0,0
7772,0,1,1,0,1,1,1,0,0,0
7773,0,1,1,0,1,0,1,0,0,1
7774,0,0,0,0,0,0,0,0,0,0
7775,0,0,0,0,0,0,0,0,0,0
7776,0,1,0,0,1,0,0,0,0,0
7777,0,1,1,1,1,1,0,0,0,0
7783,0,0,0,0,1,1,0,0,0,0
7785,0,1,0,0,1,0,0,0,0,0
7788,0,0,0,1,0,0,1,0,0,0
7801,0,0,0,0,0,0,0,0,1,0
7802,0,0,0,0,0,1,0,0,0,0
7826,0,1,0,0,1,0,0,0,0,0
7830,0,1,1,1,1,0,0,0,0,0
7832,0,1,0,1,1,0,0,0,0,0
7833,0,1,1,1,1,0,0,0,0,0
7834,0,1,1,1,1,0,1,0,0,0
7836,0,1,1,0,1,1,0,1,0,0
7874,0,1,0,1,1,1,0,0,0,1
7897,0,1,0,0,0,1,1,1,0,0
7898,0,0,0,0,0,1,0,0,0,0
7907,0,1,1,1,1,1,1,1,0,0
7922,1,1,0,0,1,0,0,0,0,0
7924,0,0,0,0,0,1,0,0,0,0
7941,0,1,1,1,1,0,1,0,0,0
7956,0,1,1,1,1,1,0,0,0,0
7959,0,1,1,0,1,1,0,0,0,0
7961,0,0,0,0,0,1,0,0,0,0
7967,0,0,1,0,1,1,1,0,0,0
7970,0,1,1,0,1,1,0,0,0,0
7973,0,0,0,0,1,0,0,0,0,0
7975,0,1,0,0,1,0,0,0,0,0
7976,1,1,1,1,1,1,1,0,0,0
7989,0,1,1,1,1,1,1,0,0,1
8000,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8000.pdf is not a valid file or url
8001,0,0,1,0,1,1,0,0,0,0
8002,0,1,1,1,1,1,0,0,0,0
8003,1,1,1,1,1,1,1,1,0,0
8004,0,1,0,1,1,1,0,0,0,0
8005,0,0,0,1,1,0,0,0,0,0
8006,0,1,1,0,1,1,0,0,0,0
8012,0,0,0,0,0,1,1,0,1,0
8013,0,1,0,1,1,1,0,0,0,0
8027,0,1,1,1,1,1,0,0,0,0
8047,0,1,1,1,1,0,1,0,0,0
8048,0,0,0,0,0,1,1,1,0,0
8049,0,1,0,0,1,1,0,0,0,0
8053,0,0,1,0,1,1,0,0,0,0
8054,0,0,0,0,0,0,0,0,0,0
8085,1,1,1,1,0,1,0,0,0,0
8092,0,1,1,0,1,1,0,0,0,0
8103,0,0,0,0,0,0,0,0,0,0
8105,0,1,1,1,1,1,1,0,0,1
8111,0,1,1,0,1,0,1,0,0,0
8114,0,1,0,0,1,0,0,0,0,0
8117,0,0,0,0,0,1,0,1,0,0
8126,0,1,0,1,1,0,0,0,1,0
8147,0,0,1,1,1,1,0,0,0,0
8161,0,1,1,0,1,1,1,1,0,0
8162,0,1,1,1,1,1,1,0,0,0
8169,0,1,0,1,1,1,1,0,0,0
8174,0,1,0,1,1,0,0,0,0,0
8189,0,1,0,0,1,1,0,0,0,0
8194,0,0,0,1,0,1,0,0,0,0
8207,0,1,1,1,1,0,0,0,0,0
8210,0,0,0,0,0,0,0,0,0,0
8230,0,0,0,1,0,0,0,0,0,0
8236,0,1,1,0,1,0,0,0,0,0
8241,0,0,0,0,0,1,0,0,0,0
8255,0,1,0,0,1,0,0,0,0,0
8264,0,0,1,0,1,1,0,0,0,0
8284,0,0,0,0,0,0,0,0,0,0
8309,0,1,1,1,1,1,1,0,0,0
8310,0,0,0,0,0,1,0,0,0,0
8311,0,1,1,0,1,1,0,0,0,0
8323,0,1,1,0,1,1,1,0,0,0
8325,0,1,1,0,1,0,0,0,0,0
8345,0,0,0,0,0,1,0,0,1,0
8346,0,1,1,0,1,1,0,0,0,0
8348,0,1,0,0,0,1,0,1,0,0
8349,0,0,0,1,1,1,0,0,0,0
8353,0,1,0,0,1,0,1,0,0,0
8357,0,1,1,1,1,1,0,1,0,0
8358,1,1,1,0,1,0,0,0,0,0
8366,0,1,1,1,1,1,1,0,0,1
8368,0,1,1,0,1,1,1,0,0,0
8369,0,0,0,0,0,1,0,0,0,0
8375,0,1,0,1,1,1,0,0,0,0
8377,0,1,0,0,1,1,0,0,0,0
8379,0,1,1,0,1,0,0,0,0,0
8380,0,0,0,1,0,0,0,0,0,0
8382,1,0,0,0,1,0,0,0,0,0
8390,0,1,1,0,1,1,1,0,0,1
8391,0,1,1,0,1,1,0,0,0,0
8392,1,1,0,1,1,0,0,0,0,0
8394,0,1,1,0,1,1,0,0,0,0
8398,0,1,1,0,1,1,0,0,0,0
8401,0,1,0,0,1,1,0,0,0,0
8403,0,0,1,1,1,1,1,0,0,1
8404,1,1,1,1,1,1,1,0,0,0
8408,1,1,1,1,1,1,1,1,0,0
8409,0,1,0,1,0,1,0,0,0,0
8411,0,1,1,1,1,1,0,1,0,0
8412,0,1,1,1,1,1,1,1,0,0
8413,0,1,1,1,0,0,1,0,0,0
8415,1,1,1,0,1,1,1,1,0,0
8421,0,1,0,0,1,1,1,0,0,0
8425,0,1,1,0,1,0,1,0,0,0
8427,0,0,0,0,1,1,1,0,0,0
8434,0,0,0,0,1,0,1,1,0,0
8436,0,1,1,0,1,1,0,0,0,0
8437,0,1,1,1,1,1,0,0,0,0
8438,0,1,0,1,0,1,0,0,1,0
8439,0,0,0,0,0,0,1,1,0,0
8441,0,0,0,1,0,1,0,0,0,0
8442,0,1,1,0,1,1,1,0,0,0
8444,1,1,1,1,1,1,1,0,1,0
8448,0,1,1,1,1,1,0,1,0,0
8454,0,0,1,1,0,1,0,0,0,0
8457,0,0,0,0,0,0,0,0,0,0
8458,0,1,0,0,1,1,0,1,0,1
8463,0,1,1,1,1,1,0,1,0,0
8464,0,0,1,0,1,1,0,0,0,0
8474,0,1,0,0,0,1,0,0,0,0
8479,0,1,1,0,1,1,0,0,0,0
8483,0,1,1,1,1,1,0,0,0,0
8485,0,1,0,0,1,0,1,0,0,0
8489,0,1,1,1,1,1,0,0,0,0
8491,0,1,0,1,1,0,0,0,0,0
8497,0,1,1,1,0,1,1,0,0,0
8498,0,1,0,0,1,1,1,0,0,0
8500,0,1,1,0,1,1,0,0,0,0
8503,0,1,1,1,1,1,1,0,0,0
8506,0,0,0,0,1,1,0,0,0,0
8508,0,1,0,0,1,1,0,0,0,0
8511,0,1,1,0,1,0,0,0,0,0
8515,0,1,0,1,1,1,1,0,0,0
8518,0,1,1,1,1,1,0,0,0,0
8520,0,1,1,0,1,1,1,0,0,0
8521,0,1,1,1,1,1,0,0,0,0
8522,0,1,1,0,1,1,0,0,0,0
8531,0,0,0,1,0,0,1,0,0,0
8533,0,1,0,1,1,1,0,0,0,0
8535,0,1,1,1,1,1,1,0,0,0
8536,0,1,1,0,1,1,0,0,0,1
8542,0,0,1,0,1,1,1,0,0,0
8546,0,0,0,0,0,1,1,0,0,0
8547,0,1,0,0,1,0,1,0,0,0
8548,0,0,0,0,0,0,0,0,0,0
8549,0,0,1,0,1,1,1,0,0,0
8552,0,0,0,0,0,1,0,0,0,0
8555,0,1,1,1,1,1,1,0,0,0
8558,0,1,1,0,1,0,0,0,0,0
8561,0,0,0,0,0,1,0,0,0,0
8563,0,0,0,0,0,0,1,0,0,0
8569,0,0,0,0,0,1,0,0,0,0
8572,0,0,0,0,0,0,0,0,0,0
8579,0,0,0,0,0,0,0,0,0,0
8589,0,0,0,1,0,1,0,1,0,0
8592,0,1,1,1,1,1,1,0,1,0
8598,0,1,0,1,1,1,0,0,0,0
8601,0,1,1,0,1,1,0,0,0,0
8603,0,1,1,1,1,1,1,1,0,0
8604,0,1,1,1,1,1,0,0,0,0
8609,0,0,0,0,0,1,0,0,0,0
8611,0,0,0,0,0,1,1,0,0,0
8613,0,1,1,1,1,1,0,0,0,0
8614,0,1,1,0,1,1,1,1,0,0
8616,0,0,0,0,0,1,0,0,0,0
8617,0,0,1,0,0,1,1,0,0,0
8620,0,1,1,0,1,0,0,0,0,0
8623,0,1,1,0,1,1,0,1,0,0
8625,0,1,0,1,1,1,1,0,0,0
8627,0,1,1,1,1,0,0,0,0,0
8631,0,1,0,0,1,1,0,0,0,0
8636,0,1,1,0,1,1,0,0,0,0
8639,1,1,1,0,1,1,0,0,1,0
8649,0,1,1,1,1,1,0,0,0,0
8652,0,0,1,1,0,1,0,1,0,0
8658,0,1,1,0,1,1,1,0,0,0
8659,0,1,1,1,1,1,1,0,0,0
8663,0,1,1,0,1,1,1,0,0,0
8665,0,0,0,1,0,1,0,0,0,0
8674,0,1,0,1,1,1,0,0,0,1
8675,0,1,1,0,1,1,0,1,0,0
8676,0,1,1,1,1,1,0,0,0,0
8680,0,1,1,1,1,1,1,0,0,0
8681,1,1,1,1,1,1,0,0,0,0
8682,0,1,1,1,1,1,1,0,0,0
8684,0,1,0,0,1,1,1,0,0,0
8685,0,1,0,1,1,0,0,0,0,0
8697,0,1,1,1,1,1,0,0,0,0
8703,0,0,0,0,0,1,0,0,0,0
8706,0,1,0,1,1,1,0,1,0,0
8714,0,1,1,0,1,1,1,0,0,0
8715,0,1,0,0,1,1,0,0,0,1
8717,0,0,0,0,0,0,0,0,0,0
8718,0,1,1,0,1,1,0,0,0,1
8726,0,0,0,0,0,1,0,0,0,0
8739,1,1,0,0,1,1,0,1,0,0
8740,0,1,0,1,1,0,1,0,0,0
8748,0,1,1,1,1,1,0,0,0,0
8756,0,1,1,1,1,1,1,1,0,0
8762,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8762.pdf is not a valid file or url
8769,0,1,1,0,1,1,0,0,0,0
8780,0,1,0,0,1,1,0,0,0,0
8791,0,0,1,1,1,1,1,0,0,0
8800,0,1,1,1,1,1,0,0,0,0
8812,0,1,1,0,1,1,0,0,0,0
8813,0,1,1,1,1,1,0,0,0,0
8814,1,1,1,1,1,1,0,0,0,0
8815,1,1,1,0,1,1,1,0,0,0
8818,0,1,1,0,1,1,1,1,0,0
8819,0,1,0,1,1,0,0,0,0,0
8825,0,1,1,1,1,1,0,1,0,0
8827,0,0,0,0,1,0,0,0,0,0
8840,0,0,1,0,1,1,1,0,0,0
8841,0,1,1,0,1,1,1,1,0,0
8845,0,0,0,0,0,1,0,0,0,0
8846,0,1,1,0,1,0,0,0,0,0
8860,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8860.pdf is not a valid file or url
8861,1,1,1,1,1,1,0,0,0,1
8862,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8862.pdf is not a valid file or url
8863,0,1,1,1,1,1,0,0,0,0
8867,0,1,1,0,1,1,0,0,0,0
8868,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8868.pdf is not a valid file or url
8869,0,1,0,0,1,1,0,0,0,1
8870,0,1,1,1,1,1,0,0,0,0
8871,0,1,1,1,1,1,1,1,0,0
8873,0,1,1,1,1,1,1,0,0,0
8878,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8878.pdf is not a valid file or url
8880,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8880.pdf is not a valid file or url
8885,0,1,1,0,1,1,1,0,0,0
8888,0,1,1,0,1,0,0,1,0,0
8893,0,0,0,1,0,0,0,0,0,0
8894,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8894.pdf is not a valid file or url
8895,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8895.pdf is not a valid file or url
8900,0,1,1,1,1,0,1,1,0,0
8903,1,1,1,0,1,1,0,1,0,0
8906,0,0,0,1,1,0,0,0,1,0
8911,0,1,1,0,1,1,0,0,0,0
8917,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8917.pdf is not a valid file or url
8923,0,1,0,1,1,1,0,0,0,0
8925,0,1,1,0,1,1,1,1,0,0
8926,0,1,1,0,1,1,1,1,0,0
8927,0,1,1,1,0,1,0,0,0,0
8928,0,1,1,0,1,1,1,0,0,0
8936,0,1,1,1,1,1,0,0,0,0
8938,0,0,0,0,0,1,0,0,0,0
8942,0,1,1,0,1,1,1,0,0,0
8945,0,1,1,1,1,1,0,0,0,0
8953,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_8953.pdf is not a valid file or url
8954,0,0,0,0,0,0,0,0,0,0
